45
40
out/foret.png
1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,
965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,
1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,
965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,
1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,
965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,
1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,
965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,966,965,
1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025,1026,1025
533,534,535,536,537,538,539,540,533,534,535,536,537,538,539,540,533,534,535,536,537,538,539,540,533,534,535,536,537,538,539,540,533,534,535,536,537,538,539,540,533,534,535,536,537,
593,594,595,596,597,598,599,600,593,594,595,596,597,598,599,600,593,594,595,596,597,598,599,600,593,594,595,596,597,598,599,600,593,594,595,596,597,598,599,600,593,594,595,596,597,
653,654,655,656,657,658,659,660,653,654,655,656,657,658,659,660,653,654,655,656,657,658,659,660,653,654,655,656,657,658,659,660,653,654,655,656,657,658,659,660,653,654,655,656,657,
713,714,715,716,717,718,719,720,713,714,715,716,717,718,719,720,713,714,715,716,717,718,719,720,713,714,715,716,717,718,719,720,713,714,715,716,717,718,719,720,713,714,715,716,717,
773,774,775,776,777,778,779,780,773,774,775,776,777,778,779,780,773,774,775,776,777,778,779,780,773,774,775,776,777,778,779,780,773,774,775,776,777,778,779,780,773,774,775,776,777,
833,834,835,836,837,838,839,840,833,834,835,836,837,838,839,840,833,834,835,836,837,838,839,840,833,834,835,836,837,838,839,840,833,834,835,836,837,838,839,840,833,834,835,836,837,
893,894,895,896,897,898,899,900,893,894,895,896,897,898,899,900,893,894,895,896,897,898,899,900,893,894,895,896,897,898,899,900,893,894,895,896,897,898,899,900,893,894,895,896,897,
953,954,955,956,957,958,959,960,953,954,955,956,957,958,959,960,953,954,955,956,957,958,959,960,953,954,955,956,957,958,959,960,953,954,955,956,957,958,959,960,953,954,955,956,957,
533,534,535,536,537,538,539,540,533,534,535,536,537,538,539,540,533,534,535,536,537,538,539,540,533,534,535,536,537,538,539,540,533,534,535,536,537,538,539,540,533,534,535,536,537,
593,594,595,596,597,598,599,600,593,594,595,596,597,598,599,600,593,594,595,596,597,598,599,600,593,594,595,596,597,598,599,600,593,594,595,596,597,598,599,600,593,594,595,596,597,
653,654,655,656,657,658,659,660,653,654,655,656,657,658,659,660,653,654,655,656,657,658,659,660,653,654,655,656,657,658,659,660,653,654,655,656,657,658,659,660,653,654,655,656,657,
713,714,715,716,717,718,719,720,713,714,715,716,717,718,719,720,713,714,715,716,717,718,719,720,713,714,715,716,717,718,719,720,713,714,715,716,717,718,719,720,713,714,715,716,717,
773,774,775,776,777,778,779,780,773,774,775,776,777,778,779,780,773,774,775,776,777,778,779,780,773,774,775,776,777,778,779,780,773,774,775,776,777,778,779,780,773,774,775,776,777,
833,834,835,836,837,838,839,840,833,834,835,836,837,838,839,840,833,834,835,836,837,838,839,840,833,834,835,836,837,838,839,840,833,834,835,836,837,838,839,840,833,834,835,836,837,
893,894,895,896,897,898,899,900,893,894,895,896,897,898,899,900,893,894,895,896,897,898,899,900,893,894,895,896,897,898,899,900,893,894,895,896,897,898,899,900,893,894,895,896,897,
953,954,955,956,957,958,959,960,953,954,955,956,957,958,959,960,953,954,955,956,957,958,959,960,953,954,955,956,957,958,959,960,953,954,955,956,957,958,959,960,953,954,955,956,957,
533,534,535,536,537,538,539,540,533,534,535,536,537,538,539,540,533,534,535,536,537,538,539,540,533,534,535,536,537,538,539,540,533,534,535,536,537,538,539,540,533,534,535,536,537,
593,594,595,596,597,598,599,600,593,594,595,596,597,598,599,600,593,594,595,596,597,598,599,600,593,594,595,596,597,598,599,600,593,594,595,596,597,598,599,600,593,594,595,596,597,
653,654,655,656,657,658,659,660,653,654,655,656,657,658,659,660,653,654,655,656,657,658,659,660,653,654,655,656,657,658,659,660,653,654,655,656,657,658,659,660,653,654,655,656,657,
713,714,715,716,717,718,719,720,713,714,715,716,717,718,719,720,713,714,715,716,717,718,719,720,713,714,715,716,717,718,719,720,713,714,715,716,717,718,719,720,713,714,715,716,717,
773,774,775,776,777,778,779,780,773,774,775,776,777,778,779,780,773,774,775,776,777,778,779,780,773,774,775,776,777,778,779,780,773,774,775,776,777,778,779,780,773,774,775,776,777,
833,834,835,836,837,838,839,840,833,834,835,836,837,838,839,840,833,834,835,836,837,838,839,840,833,834,835,836,837,838,839,840,833,834,835,836,837,838,839,840,833,834,835,836,837,
893,894,895,896,897,898,899,900,893,894,895,896,897,898,899,900,893,894,895,896,897,898,899,900,893,894,895,896,897,898,899,900,893,894,895,896,897,898,899,900,893,894,895,896,897,
953,954,955,956,957,958,959,960,953,954,955,956,957,958,959,960,953,954,955,956,957,958,959,960,953,954,955,956,957,958,959,960,953,954,955,956,957,958,959,960,953,954,955,956,957,
533,534,535,536,537,538,539,540,533,534,535,536,537,538,539,540,533,534,535,536,537,538,539,540,533,534,535,536,537,538,539,540,533,534,535,536,537,538,539,540,533,534,535,536,537,
593,594,595,596,597,598,599,600,593,594,595,596,597,598,599,600,593,594,595,596,597,598,599,600,593,594,595,596,597,598,599,600,593,594,595,596,597,598,599,600,593,594,595,596,597,
653,654,655,656,657,658,659,660,653,654,655,656,657,658,659,660,653,654,655,656,657,658,659,660,653,654,655,656,657,658,659,660,653,654,655,656,657,658,659,660,653,654,655,656,657,
713,714,715,716,717,718,719,720,713,714,715,716,717,718,719,720,713,714,715,716,717,718,719,720,713,714,715,716,717,718,719,720,713,714,715,716,717,718,719,720,713,714,715,716,717,
773,774,775,776,777,778,779,780,773,774,775,776,777,778,779,780,773,774,775,776,777,778,779,780,773,774,775,776,777,778,779,780,773,774,775,776,777,778,779,780,773,774,775,776,777,
833,834,835,836,837,838,839,840,833,834,835,836,837,838,839,840,833,834,835,836,837,838,839,840,833,834,835,836,837,838,839,840,833,834,835,836,837,838,839,840,833,834,835,836,837,
893,894,895,896,897,898,899,900,893,894,895,896,897,898,899,900,893,894,895,896,897,898,899,900,893,894,895,896,897,898,899,900,893,894,895,896,897,898,899,900,893,894,895,896,897,
953,954,955,956,957,958,959,960,953,954,955,956,957,958,959,960,953,954,955,956,957,958,959,960,953,954,955,956,957,958,959,960,953,954,955,956,957,958,959,960,953,954,955,956,957,
533,534,535,536,537,538,539,540,533,534,535,536,537,538,539,540,533,534,535,536,537,538,539,540,533,534,535,536,537,538,539,540,533,534,535,536,537,538,539,540,533,534,535,536,537,
593,594,595,596,597,598,599,600,593,594,595,596,597,598,599,600,593,594,595,596,597,598,599,600,593,594,595,596,597,598,599,600,593,594,595,596,597,598,599,600,593,594,595,596,597,
653,654,655,656,657,658,659,660,653,654,655,656,657,658,659,660,653,654,655,656,657,658,659,660,653,654,655,656,657,658,659,660,653,654,655,656,657,658,659,660,653,654,655,656,657,
713,714,715,716,717,718,719,720,713,714,715,716,717,718,719,720,713,714,715,716,717,718,719,720,713,714,715,716,717,718,719,720,713,714,715,716,717,718,719,720,713,714,715,716,717,
773,774,775,776,777,778,779,780,773,774,775,776,777,778,779,780,773,774,775,776,777,778,779,780,773,774,775,776,777,778,779,780,773,774,775,776,777,778,779,780,773,774,775,776,777,
833,834,835,836,837,838,839,840,833,834,835,836,837,838,839,840,833,834,835,836,837,838,839,840,833,834,835,836,837,838,839,840,833,834,835,836,837,838,839,840,833,834,835,836,837,
893,894,895,896,897,898,899,900,893,894,895,896,897,898,899,900,893,894,895,896,897,898,899,900,893,894,895,896,897,898,899,900,893,894,895,896,897,898,899,900,893,894,895,896,897,
953,954,955,956,957,958,959,960,953,954,955,956,957,958,959,960,953,954,955,956,957,958,959,960,953,954,955,956,957,958,959,960,953,954,955,956,957,958,959,960,953,954,955,956,957
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
